Time,rot_x,rot_y,rot_z,a_x,a_y,a_z,hpa,stat
000041.6541,-2048.,39.000,-23.00,24.339,-33.37,7.3750,,
000041.7403,,,,,,,1012.14,14.13
000041.7913,-2047.,33.000,-38.00,28.339,-25.37,-1.625,,
000041.8748,,,,,,,1012.13,14.10
000041.9286,-2057.,28.000,-27.00,-2.660,-16.37,-6.625,,
000042.0121,,,,,,,1012.14,14.12
000042.0659,-2054.,35.000,-34.00,-28.66,-14.37,38.375,,
000042.1493,,,,,,,1012.14,14.12
000042.2032,-2054.,41.000,-26.00,3.3399,-43.37,-22.62,,
000042.2894,,,,,,,1012.14,14.12
000042.3461,-2051.,26.000,-17.00,19.339,-33.37,23.375,,
000042.4240,,,,,,,1012.16,14.13
000042.4778,-2054.,30.000,-13.00,38.339,32.625,33.375,,
000042.5612,,,,,,,1012.16,14.13
000042.6150,-2040.,31.000,-26.00,-20.66,-2.375,-7.625,,
000042.6985,,,,,,,1012.15,14.13
000042.7523,-2046.,33.000,-30.00,3.3399,-20.37,10.375,,
000042.9131,,,,,,,1012.15,14.13
000042.9330,-2051.,29.000,-30.00,4.3399,-1.375,16.375,,
000042.9944,,,,,,,1012.15,14.12
000043.0483,-2051.,23.000,-34.00,3.3399,7.6250,4.3750,,
000043.1317,,,,,,,1012.15,14.13
000043.1856,-2044.,37.000,-37.00,11.339,-16.37,8.3750,,
000043.2690,,,,,,,1012.15,14.12
000043.3228,-2047.,31.000,-16.00,-31.66,-43.37,-20.62,,
000043.4090,,,,,,,1012.14,14.13
000043.4601,-2044.,32.000,-20.00,5.3399,0.6250,7.3750,,
000043.5436,,,,,,,1012.16,14.13
000043.5974,-2043.,32.000,-30.00,-10.66,-16.37,-21.62,,
000043.6808,,,,,,,1012.17,14.13
000043.7347,-2050.,37.000,-22.00,1.3399,-16.37,-21.62,,
000043.8181,,,,,,,1012.15,14.12
000043.8720,-2059.,36.000,-21.00,-10.66,-23.37,-19.62,,
000043.9521,,,,,,,1012.13,14.13
000044.0095,-2056.,34.000,-22.00,4.3399,-7.375,-24.62,,
000044.0927,,,,,,,1012.16,14.13
000044.1465,-2055.,27.000,-26.00,-4.660,9.6250,34.375,,
000044.2300,,,,,,,1012.17,14.13
000044.2838,-2046.,34.000,-36.00,16.339,-23.37,40.375,,
000044.3672,,,,,,,1012.17,14.13
000044.4250,-2048.,38.000,-23.00,-13.66,-36.37,-2.625,,
000044.5045,,,,,,,1012.15,14.13
000044.5584,-2043.,30.000,-29.00,10.339,2.6250,-5.625,,
000044.6418,,,,,,,1012.15,14.13
000044.6956,-2050.,28.000,-34.00,7.3399,7.6250,19.375,,
000044.7791,,,,,,,1012.17,14.14
000044.8329,-2052.,40.000,-29.00,-4.660,2.6250,4.3750,,
000044.9164,,,,,,,1012.15,14.12
000044.9741,-2048.,31.000,-34.00,-11.66,-53.37,-19.62,,
000045.0536,,,,,,,1012.12,14.12
000045.1075,-2052.,33.000,-18.00,-0.660,12.625,11.375,,
000045.1909,,,,,,,1012.14,14.14
000045.2448,-2052.,30.000,-14.00,-2.660,30.625,9.3750,,
000045.3282,,,,,,,1012.15,14.14
000045.4466,-2054.,39.000,-34.00,12.339,24.625,0.3750,,
000045.5030,,,,,,,1012.13,14.13
000045.5540,-2057.,24.000,-28.00,-2.660,-42.37,14.375,,
000045.6375,,,,,,,1012.14,14.13
000045.6913,-2051.,27.000,-35.00,-18.66,12.625,23.375,,
000045.7747,,,,,,,1012.13,14.13
000045.8286,-2052.,34.000,-35.00,-13.66,-23.37,21.375,,
000045.9120,,,,,,,1012.13,14.14
000045.9658,-2054.,35.000,-20.00,31.339,-57.37,-17.62,,
000046.0521,,,,,,,1012.13,14.14
000046.1031,-2047.,39.000,-35.00,45.339,-34.37,12.375,,
000046.1866,,,,,,,1012.14,14.13
000046.2404,-2049.,34.000,-31.00,47.339,-22.37,22.375,,
000046.3239,,,,,,,1012.11,14.13
000046.3777,-2048.,32.000,-26.00,15.339,-30.37,-24.62,,
000046.4611,,,,,,,1012.14,14.14
000046.5150,-2049.,23.000,-12.00,0.3399,8.6250,3.3750,,
000046.6012,,,,,,,1012.13,14.13
000046.6523,-2047.,25.000,-35.00,-11.66,-30.37,35.375,,
000046.7357,,,,,,,1012.16,14.14
000046.7895,-2049.,37.000,-19.00,-14.66,-34.37,16.375,,
000046.8730,,,,,,,1012.15,14.13
000046.9268,-2046.,44.000,-34.00,-24.66,-27.37,-18.62,,
000047.0103,,,,,,,1012.14,14.13
000047.0641,-2045.,27.000,-19.00,-9.660,-38.37,3.3750,,
000047.1619,,,,,,,1012.18,14.15
000047.2016,-2051.,34.000,-30.00,26.339,3.6250,15.375,,
000047.2848,,,,,,,1012.16,14.15
000047.3387,-2055.,33.000,-31.00,2.3399,15.625,-0.625,,
000047.4221,,,,,,,1012.15,14.14
000047.4759,-2044.,33.000,-36.00,-40.66,0.6250,9.3750,,
000047.5594,,,,,,,1012.14,14.15
000047.6132,-2047.,25.000,-28.00,-0.660,-5.375,7.3750,,
000047.6994,,,,,,,1012.13,14.15
000047.8143,-2050.,39.000,-29.00,-8.660,-30.37,22.375,,
000047.8680,,,,,,,1012.14,14.14
000047.9218,-2046.,36.000,-34.00,-31.66,-26.37,8.3750,,
000048.0052,,,,,,,1012.14,14.13
000048.0591,-2054.,32.000,-23.00,-28.66,-15.37,-13.62,,
000048.1425,,,,,,,1012.16,14.14
000048.1964,-2050.,28.000,-24.00,25.339,-9.375,11.375,,
000048.2826,,,,,,,1012.15,14.14
000048.3336,-2049.,42.000,-35.00,10.339,-9.375,19.375,,
000048.4171,,,,,,,1012.14,14.13
000048.4709,-2042.,33.000,-8.000,5.3399,-31.37,-48.62,,
000048.5544,,,,,,,1012.16,14.14
000048.6082,-2046.,24.000,-22.00,12.339,-9.375,-1.625,,
000048.6917,,,,,,,1012.17,14.14
000048.7493,-2053.,32.000,-25.00,25.339,12.625,16.375,,
000048.8289,,,,,,,1012.11,14.13
000048.8828,-2043.,37.000,-35.00,-16.66,-15.37,-17.62,,
000048.9662,,,,,,,1012.15,14.15
000049.0200,-2046.,35.000,-25.00,-5.660,-12.37,-0.625,,
000049.1035,,,,,,,1012.13,14.14
000049.1573,-2056.,30.000,-18.00,-3.660,2.6250,9.3750,,
000049.2408,,,,,,,1012.16,14.15
000049.2985,-2051.,45.000,-18.00,-2.660,2.6250,-24.62,,
000049.3780,,,,,,,1012.15,14.14
000049.4319,-2049.,27.000,-26.00,2.3399,-36.37,-25.62,,
000049.5153,,,,,,,1012.13,14.15
000049.5692,-2048.,26.000,-39.00,-11.66,-44.37,-14.62,,
000049.6526,,,,,,,1012.16,14.15
000049.7064,-2038.,40.000,-30.00,-6.660,-19.37,2.3750,,
000049.7899,,,,,,,1012.15,14.14
000049.8476,-2051.,27.000,-32.00,-10.66,-7.375,-38.62,,
000049.9272,,,,,,,1012.15,14.14
000049.9810,-2049.,26.000,-26.00,-11.66,-37.37,-18.62,,
000050.0644,,,,,,,1012.14,14.13
000050.1183,-2046.,40.000,-28.00,-0.660,-0.375,36.375,,
000050.2017,,,,,,,1012.12,14.15
000050.3154,-2052.,35.000,-24.00,-21.66,36.625,6.3750,,
000050.3718,,,,,,,1012.18,14.15
000050.4229,-2055.,30.000,-28.00,-5.660,-7.375,-5.625,,
000050.5063,,,,,,,1012.15,14.14
000050.5601,-2054.,34.000,-36.00,11.339,-26.37,-5.625,,
000050.6436,,,,,,,1012.17,14.15
000050.6974,-2048.,39.000,-35.00,15.339,-46.37,26.375,,
000050.7808,,,,,,,1012.15,14.15
000050.8347,-2053.,35.000,-35.00,15.339,-11.37,-15.62,,
000050.9209,,,,,,,1012.13,14.15
000050.9790,-2049.,25.000,-39.00,-10.66,-9.375,-13.62,,
000051.0555,,,,,,,1012.14,14.15
000051.1093,-2046.,34.000,-32.00,-13.66,-22.37,-9.625,,
000051.1927,,,,,,,1012.16,14.15
000051.2466,-2053.,40.000,-40.00,-22.66,-64.37,4.3750,,
000051.3300,,,,,,,1012.15,14.15
000051.3838,-2055.,27.000,-23.00,14.339,-43.37,-16.62,,
000051.4816,,,,,,,1012.15,14.15
000051.5213,-2056.,33.000,-27.00,3.3399,14.625,3.3750,,
000051.6045,,,,,,,1012.14,14.15
000051.6584,-2056.,28.000,-36.00,-16.66,-12.37,1.3750,,
000051.7418,,,,,,,1012.14,14.15
000051.7956,-2053.,26.000,-23.00,27.339,-33.37,-17.62,,
000051.8791,,,,,,,1012.17,14.15
000051.9329,-2056.,24.000,-25.00,9.3399,-14.37,-9.625,,
000052.0192,,,,,,,1012.14,14.14
000052.0702,-2048.,38.000,-27.00,17.339,-18.37,5.3750,,
000052.1537,,,,,,,1012.12,14.15
000052.2075,-2056.,49.000,-40.00,4.3399,26.625,52.375,,
000052.2910,,,,,,,1012.15,14.15
000052.3448,-2057.,38.000,-50.00,-12.66,-22.37,21.375,,
000052.4282,,,,,,,1012.13,14.15
000052.4821,-2046.,28.000,-3.000,-2.660,-21.37,-23.62,,
000052.5683,,,,,,,1012.13,14.15
000052.6823,-2049.,33.000,-27.00,4.3399,6.6250,-12.62,,
000052.7359,,,,,,,1012.10,14.15
000052.7897,-2050.,27.000,-42.00,-0.660,-21.37,-33.62,,
000052.8732,,,,,,,1012.11,14.15
000052.9270,-2053.,29.000,-18.00,-2.660,-16.37,10.375,,
000053.0105,,,,,,,1012.11,14.15
000053.0682,-2055.,35.000,-41.00,7.3399,-38.37,43.375,,
000053.1477,,,,,,,1012.16,14.15
000053.2016,-2050.,40.000,-26.00,5.3399,-14.37,-2.625,,
000053.2850,,,,,,,1012.14,14.14
000053.3388,-2048.,37.000,-42.00,-21.66,3.6250,-20.62,,
000053.4223,,,,,,,1012.15,14.16
000053.4761,-2045.,28.000,-37.00,-17.66,5.6250,15.375,,
000053.5596,,,,,,,1012.17,14.17
000053.6173,-2048.,34.000,-30.00,0.3399,-55.37,-11.62,,
000053.6969,,,,,,,1012.17,14.16
000053.7507,-2051.,42.000,-21.00,-24.66,5.6250,13.375,,
000053.8341,,,,,,,1012.16,14.15
000053.8880,-2053.,26.000,-23.00,20.339,34.625,-12.62,,
000053.9714,,,,,,,1012.15,14.16
000054.0252,-2049.,29.000,-26.00,8.3399,-31.37,-12.62,,
000054.1087,,,,,,,1012.16,14.15
000054.1664,-2050.,29.000,-23.00,36.339,-33.37,25.375,,
000054.2460,,,,,,,1012.14,14.15
000054.2998,-2045.,36.000,-25.00,-1.660,-29.37,-23.62,,
000054.3832,,,,,,,1012.15,14.15
000054.4371,-2049.,28.000,-28.00,14.339,18.625,-23.62,,
000054.5205,,,,,,,1012.12,14.15
000054.5744,-2049.,32.000,-35.00,-6.660,-14.37,33.375,,
000054.6606,,,,,,,1012.14,14.16
000054.7116,-2053.,41.000,-46.00,-29.66,-21.37,0.3750,,
000054.7951,,,,,,,1012.12,14.15
000054.8489,-2054.,31.000,-17.00,-30.66,-25.37,14.375,,
000054.9324,,,,,,,1012.16,14.15
000054.9862,-2041.,34.000,-43.00,0.3399,6.6250,21.375,,
000055.0696,,,,,,,1012.16,14.16
000055.1843,-2045.,31.000,-37.00,-33.66,-24.37,8.3750,,
000055.2420,,,,,,,1012.14,14.16
000055.2917,-2049.,40.000,-24.00,5.3399,-46.37,10.375,,
000055.3752,,,,,,,1012.13,14.15
000055.4290,-2046.,30.000,-19.00,-4.660,-66.37,2.3750,,
000055.5125,,,,,,,1012.16,14.15
000055.5663,-2048.,21.000,-28.00,13.339,-8.375,-11.62,,
000055.6498,,,,,,,1012.13,14.16
000055.7036,-2047.,47.000,-38.00,-8.660,-19.37,17.375,,
000055.8014,,,,,,,1012.15,14.16
000055.8411,-2052.,28.000,-22.00,0.3399,-32.37,-1.625,,
000055.9243,,,,,,,1012.15,14.16
000055.9781,-2047.,31.000,-29.00,27.339,-29.37,-12.62,,
000056.0616,,,,,,,1012.15,14.16
000056.1154,-2049.,29.000,-38.00,-3.660,22.625,-1.625,,
000056.1989,,,,,,,1012.14,14.16
000056.2527,-2050.,35.000,-24.00,-16.66,-1.375,6.3750,,
000056.3389,,,,,,,1012.13,14.16
000056.3900,-2048.,39.000,-31.00,-9.660,-16.37,-14.62,,
000056.4734,,,,,,,1012.15,14.16
000056.5273,-2050.,32.000,-5.000,-1.660,1.6250,12.375,,
000056.6107,,,,,,,1012.13,14.16
000056.6646,-2053.,32.000,-16.00,-4.660,19.625,26.375,,
000056.7480,,,,,,,1012.13,14.15
000056.8019,-2045.,43.000,-30.00,9.3399,-24.37,-13.62,,
000056.8880,,,,,,,1012.13,14.16
000056.9391,-2049.,34.000,-37.00,6.3399,2.6250,-8.625,,
000057.0226,,,,,,,1012.15,14.16
000057.0764,-2053.,30.000,-18.00,14.339,-43.37,38.375,,
000057.1598,,,,,,,1012.15,14.16
000057.2137,-2045.,43.000,-24.00,12.339,-22.37,22.375,,
000057.2971,,,,,,,1012.16,14.16
000057.3548,-2049.,36.000,-32.00,-29.66,-10.37,-33.62,,
000057.4357,,,,,,,1012.13,14.16
000057.4882,-2045.,-38.00,-34.00,-31.66,-23.37,17.375,,
000057.5717,,,,,,,1012.16,14.16
000057.6255,-2050.,25.000,-28.00,17.339,-3.375,3.3750,,
000057.7090,,,,,,,1012.14,14.16
000057.7628,-2046.,44.000,-10.00,-1.660,-26.37,-31.62,,
000057.8462,,,,,,,1012.14,14.16
000057.9040,-2050.,26.000,-33.00,-2.660,11.625,-3.625,,
000057.9835,,,,,,,1012.16,14.17
000058.0374,-2051.,21.000,-22.00,1.3399,-36.37,1.3750,,
000058.1208,,,,,,,1012.16,14.17
000058.1746,-2051.,45.000,-27.00,11.339,-34.37,16.375,,
000058.2581,,,,,,,1012.15,14.17
000058.3119,-2054.,31.000,-40.00,-5.660,-42.37,-30.62,,
000058.3954,,,,,,,1012.16,14.16
000058.4530,-2049.,18.000,-15.00,-42.66,-10.37,13.375,,
000058.5326,,,,,,,1012.14,14.16
000058.5865,-2051.,33.000,-29.00,31.339,0.6250,18.375,,
000058.6699,,,,,,,1012.18,14.16
000058.7238,-2049.,41.000,-29.00,-11.66,-27.37,-13.62,,
000058.8072,,,,,,,1012.16,14.16
000058.8610,-2049.,34.000,-30.00,-24.66,-8.375,0.3750,,
000058.9472,,,,,,,1012.14,14.16
000058.9983,-2050.,26.000,-24.00,3.3399,-8.375,13.375,,
000059.0818,,,,,,,1012.16,14.17
000059.1356,-2057.,35.000,-21.00,16.339,2.6250,36.375,,
000059.2190,,,,,,,1012.14,14.16
000059.2729,-2054.,43.000,-36.00,-15.66,-75.37,-6.625,,
000059.3563,,,,,,,1012.18,14.17
000059.4102,-2048.,30.000,-18.00,-10.66,-4.375,9.3750,,
000059.4964,,,,,,,1012.15,14.16
000059.5526,-2050.,34.000,-9.000,17.339,-24.37,65.375,,
000059.6310,,,,,,,1012.16,14.17
000059.6847,-2048.,39.000,-47.00,-13.66,-17.37,24.375,,
000059.7682,,,,,,,1012.17,14.17
000059.8220,-2058.,32.000,-28.00,-41.66,-47.37,-27.62,,
000059.9067,,,,,,,1012.16,14.17
000059.9593,-2046.,24.000,-32.00,5.3399,-22.37,42.375,,
000100.0571,,,,,,,1012.15,14.17
000100.0968,-2042.,39.000,-45.00,16.339,18.625,46.375,,
000100.1800,,,,,,,1012.18,14.17
000100.2338,-2048.,48.000,-26.00,-17.66,-53.37,-6.625,,
000100.3173,,,,,,,1012.12,14.16
000100.3711,-2047.,17.000,-41.00,-2.660,-38.37,4.3750,,
000100.4545,,,,,,,1012.13,14.16
000100.5084,-2049.,24.000,-33.00,-5.660,17.625,15.375,,
000100.5946,,,,,,,1012.15,14.17
000100.6457,-2058.,43.000,-23.00,-7.660,6.6250,-28.62,,
000100.7291,,,,,,,1012.15,14.17
000100.7830,-2045.,24.000,-42.00,19.339,7.6250,-33.62,,
000100.8664,,,,,,,1012.18,14.17
000100.9202,-2056.,17.000,-25.00,3.3399,-14.37,-7.625,,
000101.0037,,,,,,,1012.15,14.16
000101.0575,-2055.,32.000,-35.00,-2.660,2.6250,19.375,,
000101.1437,,,,,,,1012.15,14.17
000101.1948,-2048.,39.000,-12.00,-6.660,-1.375,33.375,,
000101.2782,,,,,,,1012.15,14.17
000101.3321,-2045.,28.000,-27.00,-19.66,0.6250,-29.62,,
000101.4155,,,,,,,1012.14,14.17
000101.4694,-2047.,32.000,-25.00,8.3399,-8.375,-5.625,,
000101.5528,,,,,,,1012.17,14.18
000101.6066,-2056.,41.000,-28.00,11.339,-1.375,-16.62,,
000101.6868,,,,,,,1012.15,14.17
000101.7441,-2054.,40.000,-25.00,12.339,-22.37,8.3750,,
000101.8274,,,,,,,1012.16,14.18
000101.8812,-2045.,31.000,-33.00,-11.66,0.6250,9.3750,,
000101.9646,,,,,,,1012.16,14.16
000102.0185,-2047.,43.000,-23.00,-0.660,-47.37,50.375,,
000102.1019,,,,,,,1012.18,14.17
000102.1596,-2050.,34.000,-27.00,-15.66,-50.37,29.375,,
000102.2392,,,,,,,1012.17,14.18
000102.3573,-2048.,25.000,-24.00,-19.66,-39.37,-43.62,,
000102.4109,,,,,,,1012.18,14.17
000102.4648,-2040.,26.000,-29.00,7.3399,-33.37,4.3750,,
000102.5482,,,,,,,1012.14,14.17
000102.6020,-2043.,30.000,-39.00,39.339,-27.37,6.3750,,
000102.6855,,,,,,,1012.18,14.17
000102.7432,-2051.,29.000,-30.00,-15.66,-2.375,-6.625,,
000102.8228,,,,,,,1012.16,14.17
000102.8766,-2056.,31.000,-24.00,-38.66,-26.37,12.375,,
000102.9600,,,,,,,1012.19,14.18
000103.0139,-2053.,37.000,-30.00,13.339,-24.37,37.375,,
000103.0973,,,,,,,1012.14,14.17
000103.1512,-2055.,32.000,-37.00,-8.660,-25.37,20.375,,
000103.2374,,,,,,,1012.14,14.17
000103.2884,-2053.,29.000,-25.00,-29.66,-22.37,-29.62,,
000103.3719,,,,,,,1012.17,14.18
000103.4257,-2044.,-47.00,-39.00,-0.660,-5.375,-5.625,,
000103.5091,,,,,,,1012.16,14.17
000103.5630,-2060.,27.000,-12.00,6.3399,-26.37,0.3750,,
000103.6464,,,,,,,1012.17,14.17
000103.7003,-2050.,38.000,-39.00,2.3399,-17.37,-35.62,,
000103.7865,,,,,,,1012.16,14.18
000103.8376,-2044.,29.000,-26.00,-2.660,0.6250,-7.625,,
000103.9210,,,,,,,1012.14,14.17
000103.9748,-2053.,35.000,-34.00,17.339,-24.37,41.375,,
000104.0583,,,,,,,1012.14,14.17
000104.1121,-2050.,31.000,-26.00,24.339,-32.37,-6.625,,
000104.1955,,,,,,,1012.15,14.18
000104.2494,-2047.,35.000,-24.00,-8.660,-34.37,0.3750,,
000104.3472,,,,,,,1012.14,14.19
000104.3869,-2034.,38.000,-19.00,19.339,-12.37,9.3750,,
000104.4714,,,,,,,1012.14,14.17
000104.5240,-2044.,38.000,-33.00,3.3399,21.625,-4.625,,
000104.6074,,,,,,,1012.14,14.17
000104.6612,-2050.,26.000,-16.00,13.339,-15.37,-19.62,,
000104.7460,,,,,,,1012.14,14.18
000104.7985,-2056.,37.000,-14.00,-16.66,-34.37,-18.62,,
000104.8847,,,,,,,1012.15,14.17
000104.9358,-2052.,33.000,-21.00,2.3399,-28.37,31.375,,
000105.0192,,,,,,,1012.15,14.17
000105.0731,-2053.,39.000,-32.00,0.3399,-0.375,-36.62,,
000105.1565,,,,,,,1012.13,14.18
000105.2104,-2050.,30.000,-34.00,18.339,-11.37,35.375,,
000105.2938,,,,,,,1012.14,14.18
000105.3476,-2050.,36.000,-29.00,-11.66,0.6250,33.375,,
000105.4338,,,,,,,1012.17,14.18
000105.4849,-2046.,38.000,-26.00,3.3399,-22.37,-2.625,,
000105.5683,,,,,,,1012.13,14.18
000105.6222,-2054.,36.000,-32.00,-3.660,-3.375,-23.62,,
000105.7056,,,,,,,1012.13,14.17
000105.7595,-2048.,24.000,-24.00,2.3399,-6.375,23.375,,
000105.8429,,,,,,,1012.16,14.19
000105.8968,-2049.,41.000,-21.00,-17.66,-24.37,-11.62,,
000105.9830,,,,,,,1012.15,14.18
000106.0340,-2052.,32.000,-35.00,-15.66,-19.37,-13.62,,
000106.1175,,,,,,,1012.15,14.18
000106.1713,-2048.,33.000,-36.00,7.3399,-38.37,11.375,,
000106.2547,,,,,,,1012.14,14.18
000106.3086,-2050.,34.000,-35.00,26.339,-29.37,4.3750,,
000106.3920,,,,,,,1012.11,14.18
000106.4498,-2035.,37.000,-21.00,-14.66,-10.37,-8.625,,
000106.5293,,,,,,,1012.14,14.18
000106.5832,-2053.,37.000,-27.00,6.3399,10.625,-12.62,,
000106.6666,,,,,,,1012.16,14.18
000106.7204,-2043.,30.000,-22.00,-24.66,-24.37,22.375,,
000106.8039,,,,,,,1012.19,14.19
000106.8577,-2054.,36.000,-24.00,-0.660,21.625,-11.62,,
000106.9412,,,,,,,1012.18,14.18
000106.9989,-2052.,30.000,-27.00,5.3399,-24.37,-9.625,,
000107.0784,,,,,,,1012.17,14.19
000107.1958,-2052.,26.000,-33.00,-7.660,-16.37,-37.62,,
000107.2493,,,,,,,1012.15,14.18
000107.3032,-2046.,27.000,-25.00,6.3399,-22.37,14.375,,
000107.3866,,,,,,,1012.17,14.18
000107.4404,-2050.,34.000,-33.00,12.339,-17.37,-5.625,,
000107.5239,,,,,,,1012.16,14.18
000107.5816,-2050.,40.000,-25.00,-3.660,-35.37,1.3750,,
000107.6612,,,,,,,1012.15,14.18
000107.7150,-2049.,24.000,-25.00,10.339,-0.375,10.375,,
000107.7984,,,,,,,1012.14,14.18
000107.8523,-2056.,39.000,-21.00,-6.660,1.6250,-1.625,,
000107.9357,,,,,,,1012.18,14.19
000107.9896,-2040.,37.000,-33.00,-17.66,-24.37,-20.62,,
000108.0758,,,,,,,1012.15,14.19
000108.1339,-2043.,26.000,-32.00,2.3399,-5.375,35.375,,
000108.2104,,,,,,,1012.15,14.19
000108.2642,-2054.,31.000,-29.00,3.3399,-10.37,12.375,,
000108.3476,,,,,,,1012.14,14.18
000108.4014,-2047.,34.000,-25.00,0.3399,-9.375,-19.62,,
000108.4848,,,,,,,1012.16,14.18
000108.5387,-2056.,38.000,-27.00,-39.66,-43.37,-1.625,,
000108.6366,,,,,,,1012.17,14.19
000108.6761,-2042.,35.000,-30.00,-17.66,31.625,-26.62,,
000108.7594,,,,,,,1012.17,14.19
000108.8132,-2045.,41.000,-20.00,-16.66,-5.375,15.375,,
000108.8967,,,,,,,1012.13,14.19
000108.9505,-2052.,23.000,-38.00,14.339,-2.375,11.375,,
000109.0340,,,,,,,1012.14,14.19
000109.0878,-2055.,34.000,-38.00,-32.66,-44.37,5.3750,,
000109.1740,,,,,,,1012.15,14.18
000109.2251,-2058.,34.000,-25.00,0.3399,-18.37,21.375,,
000109.3085,,,,,,,1012.14,14.19
000109.3624,-2032.,-37.00,-28.00,11.339,-8.375,9.3750,,
000109.4458,,,,,,,1012.15,14.19
000109.4996,-2055.,26.000,-23.00,5.3399,-33.37,6.3750,,
000109.5844,,,,,,,1012.15,14.18
000109.6369,-2047.,40.000,-36.00,6.3399,-45.37,-29.62,,
000109.7231,,,,,,,1012.16,14.18
000109.7742,-2058.,29.000,-17.00,12.339,-32.37,11.375,,
000109.8576,,,,,,,1012.18,14.18
000109.9115,-2050.,29.000,-42.00,-25.66,1.6250,19.375,,
000109.9949,,,,,,,1012.17,14.19
000110.0487,-2044.,44.000,-28.00,6.3399,-31.37,-35.62,,
000110.1322,,,,,,,1012.13,14.18
000110.1860,-2053.,35.000,-33.00,37.339,-22.37,4.3750,,
000110.2722,,,,,,,1012.15,14.19
000110.3233,-2044.,29.000,-16.00,33.339,-23.37,11.375,,
000110.4068,,,,,,,1012.16,14.20
000110.4606,-2057.,46.000,-30.00,-3.660,-29.37,9.3750,,
000110.5440,,,,,,,1012.15,14.18
000110.5979,-2051.,27.000,-22.00,-11.66,-13.37,-10.62,,
000110.6813,,,,,,,1012.17,14.19
000110.7390,-2050.,21.000,-41.00,-7.660,-19.37,15.375,,
000110.8186,,,,,,,1012.16,14.19
000110.8724,-2046.,34.000,-36.00,-9.660,-28.37,1.3750,,
000110.9559,,,,,,,1012.18,14.19
000111.0097,-2040.,43.000,-19.00,-14.66,-17.37,-16.62,,
000111.0932,,,,,,,1012.18,14.20
000111.1470,-2055.,34.000,-12.00,38.339,-33.37,-15.62,,
000111.2304,,,,,,,1012.15,14.19
000111.2881,-2046.,28.000,-24.00,-20.66,-2.375,32.375,,
000111.3677,,,,,,,1012.18,14.19
000111.4216,-2051.,44.000,-29.00,-30.66,-2.375,29.375,,
000111.5050,,,,,,,1012.19,14.19
000111.5588,-2048.,31.000,-36.00,14.339,-29.37,-4.625,,
000111.6423,,,,,,,1012.18,14.19
000111.6961,-2044.,25.000,-37.00,-6.660,-31.37,-10.62,,
000111.7796,,,,,,,1012.19,14.19
000111.8373,-2052.,32.000,-16.00,4.3399,-12.37,3.3750,,
000111.9168,,,,,,,1012.15,14.18
000112.0359,-2052.,32.000,-26.00,4.3399,-22.37,-2.625,,
000112.0895,,,,,,,1012.18,14.19
000112.1434,-2043.,30.000,-33.00,-0.660,0.6250,7.3750,,
000112.2268,,,,,,,1012.16,14.20
000112.2807,-2051.,32.000,-27.00,0.3399,6.6250,26.375,,
000112.3669,,,,,,,1012.16,14.18
000112.4179,-2050.,34.000,-29.00,4.3399,-3.375,5.3750,,
000112.5014,,,,,,,1012.17,14.19
000112.5552,-2048.,32.000,-40.00,-9.660,-29.37,3.3750,,
000112.6387,,,,,,,1012.17,14.19
000112.6925,-2046.,34.000,-34.00,2.3399,-48.37,-19.62,,
000112.7759,,,,,,,1012.15,14.19
000112.8298,-2049.,34.000,-34.00,-1.660,-38.37,29.375,,
000112.9276,,,,,,,1012.15,14.20
000112.9672,-2060.,35.000,-28.00,8.3399,11.625,-9.625,,
000113.0505,,,,,,,1012.15,14.19
000113.1043,-2046.,23.000,-41.00,0.3399,-13.37,-11.62,,
000113.1878,,,,,,,1012.14,14.19
000113.2416,-2057.,31.000,-30.00,39.339,-50.37,5.3750,,
000113.3251,,,,,,,1012.14,14.19
000113.3789,-2051.,38.000,-29.00,-15.66,-12.37,25.375,,
000113.4651,,,,,,,1012.13,14.19
000113.5162,-2045.,35.000,-26.00,-1.660,17.625,30.375,,
000113.5996,,,,,,,1012.13,14.19
000113.6535,-2043.,30.000,-35.00,7.3399,-1.375,19.375,,
000113.7369,,,,,,,1012.15,14.20
000113.7908,-2051.,34.000,-32.00,15.339,-50.37,33.375,,
000113.8742,,,,,,,1012.14,14.19
000113.9280,-2041.,30.000,-28.00,-8.660,-53.37,-20.62,,
000114.0142,,,,,,,1012.16,14.20
000114.0653,-2055.,34.000,-36.00,-3.660,-1.375,-7.625,,
000114.1487,,,,,,,1012.17,14.20
000114.2026,-2051.,31.000,-27.00,25.339,-55.37,-1.625,,
000114.2860,,,,,,,1012.15,14.18
000114.3399,-2048.,33.000,-30.00,-3.660,-42.37,-13.62,,
000114.4246,,,,,,,1012.13,14.20
000114.4772,-2051.,30.000,-16.00,-16.66,-12.37,-13.62,,
000114.5633,,,,,,,1012.14,14.19
000114.6144,-2047.,38.000,-21.00,13.339,-45.37,-9.625,,
000114.6978,,,,,,,1012.12,14.19
000114.7517,-2052.,30.000,-35.00,2.3399,-31.37,-7.625,,
000114.8351,,,,,,,1012.12,14.19
000114.8890,-2047.,35.000,-29.00,-19.66,13.625,0.3750,,
000114.9724,,,,,,,1012.11,14.19
000115.0302,-2057.,24.000,-25.00,9.3399,-22.37,-5.625,,
000115.1097,,,,,,,1012.13,14.20
000115.1635,-2047.,32.000,-31.00,-6.660,-16.37,1.3750,,
000115.2470,,,,,,,1012.12,14.19
