Time,rot_x,rot_y,rot_z,a_x,a_y,a_z,hpa,stat
000409.3317,1921.0,488.00,-25.00,-32833,797.62,2447.3,,
000409.4114,,,,,,,978.382,14.44
000409.4651,2034.0,169.00,318.00,-32833,52.625,3241.3,,
000409.5486,,,,,,,978.472,14.44
000409.6024,2047.0,-271.0,249.00,-32833,-3194.,943.37,,
000409.6859,,,,,,,978.490,14.44
000409.8038,2137.0,-215.0,-130.0,-32833,-908.3,-4762.,,
000409.8603,,,,,,,978.642,14.43
000409.9113,2154.0,-330.0,-367.0,-32833,99.625,-7046.,,
000409.9948,,,,,,,978.735,14.42
000410.0485,2196.0,45.000,-492.0,-32181,4087.6,-5573.,,
000410.1320,,,,,,,978.829,14.43
000410.1858,2081.0,386.00,-208.0,-31869,4563.6,-813.6,,
000410.2693,,,,,,,978.990,14.43
000410.3231,2010.0,280.00,-114.0,-30647,12.625,601.37,,
000410.4094,,,,,,,979.098,14.44
000410.4604,2056.0,219.00,-49.00,-28872,-1198.,-2612.,,
000410.5439,,,,,,,979.096,14.43
000410.5976,2072.0,186.00,169.00,-27228,2901.6,-1194.,,
000410.6812,,,,,,,979.197,14.44
000410.7349,2049.0,43.000,291.00,-24061,2060.6,458.37,,
000410.8184,,,,,,,979.233,14.43
000410.8722,1912.0,-362.0,163.00,-12693,140.62,-2294.,,
000410.9585,,,,,,,979.287,14.43
000411.0095,1976.0,-309.0,-9.000,8574.3,-881.3,-2377.,,
000411.0930,,,,,,,979.379,14.44
000411.1468,1933.0,-94.00,140.00,32701.,515.62,-1564.,,
000411.2303,,,,,,,979.435,14.43
000411.2840,2078.0,346.00,198.00,32701.,-353.3,-2841.,,
000411.3676,,,,,,,979.704,14.43
000411.4213,2050.0,598.00,-358.0,32701.,-1329.,138.37,,
000411.5076,,,,,,,979.662,14.43
000411.5586,2064.0,304.00,-554.0,32701.,697.62,1562.3,,
000411.6421,,,,,,,979.693,14.44
000411.6959,1983.0,38.000,-479.0,32701.,1704.6,-77.62,,
000411.7794,,,,,,,979.751,14.43
000411.8331,2178.0,-209.0,-117.0,32701.,1524.6,-900.6,,
000411.9167,,,,,,,979.841,14.43
000411.9704,2034.0,26.000,386.00,32701.,-402.3,-765.6,,
000412.0567,,,,,,,979.900,14.43
000412.1078,1943.0,282.00,94.000,32701.,-747.3,2350.3,,
000412.1925,,,,,,,979.951,14.42
000412.2450,2022.0,176.00,64.000,23399.,2290.6,3533.3,,
000412.3285,,,,,,,980.110,14.44
000412.3823,1896.0,322.00,125.00,6526.3,3299.6,74.375,,
000412.4658,,,,,,,980.254,14.45
000412.5235,2078.0,393.00,-4.000,-1571.,2807.6,370.37,,
000412.6031,,,,,,,980.314,14.44
000412.6568,1925.0,445.00,154.00,-2094.,1289.6,2833.3,,
000412.7404,,,,,,,980.398,14.44
000412.7941,2117.0,256.00,183.00,-2860.,1975.6,5561.3,,
000412.8776,,,,,,,980.418,14.44
000412.9314,2052.0,58.000,272.00,-2266.,-1101.,1529.3,,
000413.0149,,,,,,,980.501,14.43
000413.0847,1980.0,50.000,221.00,-1676.,-2745.,-3865.,,
000413.1522,,,,,,,980.529,14.43
000413.2059,2098.0,114.00,151.00,-1713.,-1694.,-4557.,,
000413.2895,,,,,,,980.578,14.42
000413.3432,1964.0,195.00,196.00,-1327.,1292.6,-1595.,,
000413.4268,,,,,,,980.703,14.42
000413.4805,1999.0,238.00,201.00,1854.3,2250.6,3.3750,,
000413.5640,,,,,,,980.822,14.44
000413.6217,1938.0,0.0000,324.00,8177.3,453.62,-793.6,,
000413.7013,,,,,,,980.932,14.44
000413.7550,2042.0,43.000,388.00,18091.,-4082.,-1151.,,
000413.8386,,,,,,,981.052,14.43
000413.8923,2157.0,407.00,22.000,21576.,-10671,-2819.,,
000413.9759,,,,,,,981.218,14.44
000414.0296,1964.0,432.00,-353.0,19160.,-4165.,2090.3,,
000414.1160,,,,,,,981.256,14.43
000414.1669,1990.0,234.00,-462.0,14648.,5338.6,-13.62,,
000414.2504,,,,,,,981.301,14.44
000414.3042,2089.0,340.00,-141.0,11925.,4490.6,-3350.,,
000414.3877,,,,,,,981.301,14.42
000414.4415,2105.0,341.00,-232.0,10191.,-1387.,-776.6,,
000414.5250,,,,,,,981.328,14.42
000414.6427,2050.0,118.00,-560.0,1831.3,903.62,-1074.,,
000414.6992,,,,,,,981.471,14.43
000414.7502,2046.0,28.000,-400.0,-6217.,4785.6,-5654.,,
000414.8337,,,,,,,981.555,14.42
000414.8874,2103.0,266.00,-264.0,-13780,6472.6,-5977.,,
000414.9710,,,,,,,981.692,14.43
000415.0247,1985.0,487.00,1.0000,-15274,4001.6,-2085.,,
000415.1082,,,,,,,981.815,14.42
000415.1620,2031.0,305.00,23.000,-15511,-2359.,-719.6,,
000415.2483,,,,,,,981.907,14.42
000415.2993,2016.0,337.00,-47.00,-16330,-3204.,-1490.,,
000415.3828,,,,,,,981.947,14.43
000415.4365,2010.0,421.00,26.000,-17479,1036.6,-1894.,,
000415.5201,,,,,,,981.999,14.43
000415.5738,2007.0,151.00,249.00,-16903,-171.3,-1828.,,
000415.6574,,,,,,,982.021,14.42
000415.7111,1971.0,-43.00,438.00,-13896,-4165.,-7331.,,
000415.7974,,,,,,,982.035,14.44
000415.8484,1860.0,150.00,355.00,-16352,-4764.,-10932,,
000415.9319,,,,,,,982.139,14.42
000415.9857,1966.0,419.00,1322.0,-32833,-774.3,-5358.,,
000416.0692,,,,,,,982.244,14.42
000416.1230,2072.0,215.00,165.00,-32833,-2675.,-1449.,,
000416.2065,,,,,,,982.336,14.42
000416.2602,1852.0,-74.00,-270.0,-32833,-1075.,-3183.,,
000416.3465,,,,,,,982.381,14.42
000416.3976,2013.0,303.00,-623.0,-32833,-1907.,-3398.,,
000416.4810,,,,,,,982.553,14.42
000416.5348,1884.0,718.00,-432.0,-32833,-1117.,-538.6,,
000416.6183,,,,,,,982.670,14.42
000416.6721,2093.0,811.00,105.00,-32833,-4675.,3811.3,,
000416.7556,,,,,,,982.654,14.42
000416.8211,2056.0,61.000,191.00,-32833,-11412,1083.3,,
000416.8930,,,,,,,982.742,14.42
000416.9467,2020.0,-100.0,-156.0,-32833,-9743.,-2578.,,
000417.0314,,,,,,,982.762,14.42
000417.0839,2187.0,172.00,-487.0,-32833,-3640.,-1194.,,
000417.1675,,,,,,,982.835,14.41
000417.2212,2023.0,265.00,-504.0,-32833,-1120.,-365.6,,
000417.3047,,,,,,,983.026,14.42
000417.3745,1959.0,426.00,-250.0,-32833,2219.6,-18.62,,
000417.4420,,,,,,,983.203,14.42
000417.4957,1916.0,356.00,96.000,-32833,408.62,384.37,,
000417.5793,,,,,,,983.159,14.43
000417.6330,1930.0,-16.00,307.00,-32833,-1988.,-3863.,,
000417.7166,,,,,,,983.246,14.42
000417.7703,2181.0,-88.00,205.00,-26936,-1124.,-8356.,,
000417.8538,,,,,,,983.302,14.42
000417.9115,2171.0,17.000,238.00,-19959,1813.6,-5368.,,
000417.9911,,,,,,,983.394,14.43
000418.0448,1885.0,-121.0,226.00,-15612,723.62,-52.62,,
000418.1284,,,,,,,983.487,14.42
000418.1821,2057.0,-193.0,94.000,-11180,-1220.,1328.3,,
000418.2657,,,,,,,983.578,14.43
000418.3194,2106.0,-296.0,81.000,-7551.,465.62,206.37,,
000418.4057,,,,,,,983.663,14.42
000418.4567,2094.0,-306.0,99.000,-3695.,297.62,342.37,,
000418.5402,,,,,,,983.711,14.43
000418.5940,2105.0,-315.0,178.00,726.33,-3136.,-93.62,,
000418.6775,,,,,,,983.791,14.42
000418.7312,2168.0,-265.0,178.00,4833.3,-6663.,958.37,,
000418.8148,,,,,,,983.868,14.42
000418.8685,2093.0,-264.0,-45.00,5083.3,-3506.,1841.3,,
000418.9548,,,,,,,983.939,14.43
000419.0059,1977.0,-268.0,-118.0,-729.6,2145.6,431.37,,
000419.0893,,,,,,,983.927,14.42
000419.1431,2010.0,-334.0,-145.0,-2095.,3094.6,101.37,,
000419.2266,,,,,,,984.097,14.42
000419.2804,2043.0,-324.0,-135.0,4176.3,1886.6,-561.6,,
000419.3639,,,,,,,984.157,14.42
000419.4830,2136.0,-373.0,52.000,19851.,2638.6,-3246.,,
000419.5394,,,,,,,984.308,14.43
000419.5905,1986.0,-263.0,234.00,22079.,2889.6,-7350.,,
000419.6740,,,,,,,984.416,14.42
000419.7277,2091.0,120.00,305.00,24560.,-2351.,-5887.,,
000419.8112,,,,,,,984.440,14.44
000419.8650,2092.0,320.00,114.00,26815.,-1751.,-363.6,,
000419.9485,,,,,,,984.523,14.42
000420.0023,1919.0,280.00,-12.00,27958.,3423.6,-288.6,,
000420.0886,,,,,,,984.708,14.42
000420.1396,2039.0,457.00,-169.0,26914.,3286.6,-2000.,,
000420.2231,,,,,,,984.855,14.42
000420.2768,2152.0,404.00,-386.0,21678.,865.62,1630.3,,
000420.3604,,,,,,,984.793,14.42
000420.4141,2017.0,134.00,-341.0,8651.3,2790.6,1696.3,,
000420.4976,,,,,,,984.897,14.43
000420.5514,1966.0,11.000,-389.0,-3830.,3789.6,-3693.,,
000420.6377,,,,,,,984.967,14.42
000420.6887,2146.0,372.00,-196.0,-5218.,4099.6,-5425.,,
000420.7722,,,,,,,985.121,14.44
000420.8259,2001.0,433.00,-71.00,-4904.,610.62,-1202.,,
000420.9095,,,,,,,985.229,14.42
000420.9632,2037.0,328.00,-146.0,-4686.,-2495.,1169.3,,
000421.0468,,,,,,,985.336,14.42
000421.1005,1995.0,373.00,-205.0,-4745.,-3078.,-158.6,,
000421.1868,,,,,,,985.476,14.44
000421.2378,2047.0,427.00,-73.00,-4405.,-986.3,-432.6,,
000421.3213,,,,,,,985.488,14.42
000421.3751,2032.0,325.00,-110.0,2177.3,-2540.,797.37,,
000421.4586,,,,,,,985.560,14.42
000421.5123,2119.0,442.00,-235.0,11722.,-6204.,3250.3,,
000421.5959,,,,,,,985.609,14.42
000421.6657,2101.0,370.00,-513.0,11724.,-6635.,7013.3,,
000421.7344,,,,,,,985.604,14.42
000421.7869,2006.0,200.00,-543.0,8864.3,415.62,4792.3,,
000421.8704,,,,,,,985.582,14.42
000421.9242,2053.0,50.000,-548.0,6570.3,2329.6,-930.6,,
000422.0077,,,,,,,985.772,14.42
000422.0615,1829.0,71.000,-408.0,5812.3,-393.3,-1701.,,
000422.1450,,,,,,,985.801,14.43
000422.2026,2021.0,5.0000,-619.0,4277.3,-76.37,-4267.,,
000422.2823,,,,,,,985.904,14.42
000422.3360,1947.0,57.000,-636.0,3032.3,1988.6,-5902.,,
000422.4195,,,,,,,986.041,14.42
000422.4733,2092.0,-253.0,-230.0,-9816.,5402.6,274.37,,
000422.5568,,,,,,,986.093,14.41
000422.6106,2050.0,-278.0,-455.0,-30237,4431.6,-2629.,,
000422.6969,,,,,,,986.153,14.42
000422.7479,2212.0,262.00,-223.0,-30808,4408.6,-9015.,,
000422.8314,,,,,,,986.355,14.42
000422.8851,2004.0,408.00,232.00,-29054,499.62,-4530.,,
000422.9687,,,,,,,986.469,14.43
000423.0224,1886.0,471.00,313.00,-26367,-7612.,-3419.,,
000423.1060,,,,,,,986.449,14.42
000423.1597,1974.0,305.00,177.00,-23637,-7118.,-6796.,,
000423.2460,,,,,,,986.464,14.42
000423.2970,2051.0,389.00,13.000,-20469,114.62,-3948.,,
000423.3805,,,,,,,986.532,14.42
000423.4343,2022.0,184.00,367.00,-11701,894.62,873.37,,
000423.5178,,,,,,,986.631,14.41
000423.5715,1823.0,-42.00,479.00,-6012.,-2962.,-3540.,,
000423.6551,,,,,,,986.679,14.41
000423.7088,2064.0,205.00,220.00,-1797.,-4280.,-5922.,,
000423.7951,,,,,,,986.751,14.41
000423.8461,2097.0,351.00,275.00,1028.3,-1564.,-987.6,,
000423.9296,,,,,,,986.845,14.42
000423.9834,2152.0,376.00,244.00,3764.3,972.62,5677.3,,
000424.0669,,,,,,,986.936,14.41
000424.1206,2137.0,244.00,216.00,6836.3,2178.6,8185.3,,
000424.2055,,,,,,,987.028,14.42
000424.2965,1961.0,32.000,264.00,3649.3,2518.6,2645.3,,
000424.3530,,,,,,,987.113,14.42
000424.4040,2151.0,284.00,156.00,447.33,1228.6,992.37,,
000424.4875,,,,,,,987.184,14.41
000424.5413,2052.0,255.00,256.00,1086.3,2672.6,4306.3,,
000424.6248,,,,,,,987.224,14.41
000424.6785,1985.0,144.00,227.00,3395.3,2697.6,4561.3,,
000424.7621,,,,,,,987.376,14.42
000424.8158,2003.0,-41.00,338.00,6399.3,659.62,-284.6,,
000424.9021,,,,,,,987.429,14.42
000424.9531,1871.0,-3.000,361.00,8148.3,-2733.,-5073.,,
000425.0366,,,,,,,987.451,14.41
000425.0904,2046.0,413.00,267.00,10171.,-3925.,-2703.,,
000425.1739,,,,,,,987.646,14.42
000425.2277,2183.0,346.00,40.000,16576.,-1313.,651.37,,
000425.3112,,,,,,,987.797,14.42
000425.3649,2032.0,405.00,22.000,24777.,-3408.,-1088.,,
000425.4512,,,,,,,987.888,14.41
000425.5083,2131.0,453.00,-151.0,22743.,-6206.,1732.3,,
000425.5859,,,,,,,987.867,14.40
000425.6396,2074.0,330.00,-500.0,21537.,-3942.,3843.3,,
000425.7230,,,,,,,987.802,14.40
000425.7768,2158.0,77.000,-610.0,18959.,527.62,1341.3,,
000425.8603,,,,,,,987.952,14.41
000425.9302,1772.0,32.000,-588.0,16379.,2265.6,-2504.,,
000425.9976,,,,,,,988.010,14.41
000426.0513,1881.0,-110.0,-465.0,14927.,1178.6,-3432.,,
000426.1349,,,,,,,988.097,14.41
000426.1886,2116.0,-200.0,-223.0,10359.,-682.3,-3060.,,
000426.2722,,,,,,,988.189,14.42
000426.3259,2001.0,-460.0,-38.00,-3179.,-1738.,-1305.,,
000426.4094,,,,,,,988.276,14.42
000426.5281,2196.0,127.00,-499.0,-32833,2971.6,-4689.,,
000426.5818,,,,,,,988.355,14.42
000426.6356,2005.0,417.00,-422.0,-32833,3961.6,-731.6,,
000426.7191,,,,,,,988.552,14.41
000426.7728,2146.0,281.00,63.000,-32833,-522.3,-1276.,,
000426.8564,,,,,,,988.577,14.42
000426.9101,2037.0,172.00,90.000,-32833,2317.6,-3068.,,
000426.9937,,,,,,,988.629,14.41
000427.0513,2122.0,-81.00,37.000,-32833,1283.6,746.37,,
000427.1310,,,,,,,988.657,14.41
000427.1847,1938.0,-110.0,-169.0,-32833,-3181.,-532.6,,
000427.2682,,,,,,,988.684,14.41
000427.3219,1978.0,221.00,-586.0,-32833,-1839.,-505.6,,
000427.4055,,,,,,,988.802,14.41
000427.4592,1948.0,528.00,-233.0,-29701,-3317.,2955.3,,
000427.5455,,,,,,,989.030,14.42
000427.5966,2011.0,338.00,-199.0,7144.3,-26.37,3506.3,,
000427.6801,,,,,,,989.078,14.41
000427.7338,2002.0,307.00,-156.0,32701.,884.62,-1992.,,
000427.8173,,,,,,,989.088,14.40
000427.8711,2033.0,190.00,-426.0,32701.,-4404.,975.37,,
000427.9546,,,,,,,989.131,14.40
000428.0084,2059.0,-169.0,-639.0,32701.,1197.6,1437.3,,
000428.0947,,,,,,,989.257,14.41
000428.1457,1935.0,-354.0,-227.0,32701.,3026.6,-2495.,,
000428.2292,,,,,,,989.335,14.41
000428.2829,2066.0,8.0000,74.000,32701.,1834.6,-1940.,,
000428.3665,,,,,,,989.370,14.41
000428.4202,1969.0,38.000,229.00,32701.,2176.6,-1100.,,
000428.5037,,,,,,,989.414,14.41
000428.5575,2035.0,392.00,298.00,32701.,-51.37,-1736.,,
000428.6438,,,,,,,989.606,14.40
000428.6948,2149.0,580.00,-109.0,32701.,-2251.,2017.3,,
000428.7783,,,,,,,989.811,14.41
000428.8320,1944.0,398.00,-447.0,32701.,1846.6,2646.3,,
000428.9156,,,,,,,989.735,14.41
000429.0327,2126.0,48.000,-488.0,32701.,-1310.,-10433,,
000429.0864,,,,,,,989.850,14.40
000429.1401,2278.0,-139.0,-400.0,32701.,-7424.,-9153.,,
000429.2264,,,,,,,989.831,14.40
000429.2774,2236.0,-231.0,-293.0,32701.,-6182.,-4255.,,
000429.3609,,,,,,,989.890,14.41
000429.4147,2131.0,-226.0,-189.0,32701.,-2824.,-1539.,,
000429.4982,,,,,,,990.005,14.41
000429.5520,1910.0,-83.00,7.0000,32701.,-324.3,2434.3,,
000429.6355,,,,,,,990.094,14.41
000429.6892,1895.0,-243.0,148.00,32701.,3775.6,12.375,,
000429.7755,,,,,,,990.171,14.41
000429.8266,1887.0,-194.0,434.00,32701.,-722.3,-5904.,,
000429.9100,,,,,,,990.200,14.40
000429.9638,1956.0,335.00,383.00,32701.,-6642.,-1092.,,
000430.0473,,,,,,,990.278,14.39
000430.1011,2020.0,351.00,1.0000,32331.,-2853.,2659.3,,
000430.1846,,,,,,,990.528,14.41
000430.2544,1962.0,275.00,-160.0,32701.,448.62,-424.6,,
000430.3219,,,,,,,990.566,14.40
000430.3756,2138.0,508.00,-366.0,32701.,-461.3,1206.3,,
000430.4592,,,,,,,990.566,14.40
000430.5129,2158.0,28.000,-502.0,32701.,2376.6,3339.3,,
000430.5964,,,,,,,990.631,14.40
000430.6502,1981.0,-224.0,-176.0,32701.,1790.6,-2525.,,
000430.7337,,,,,,,990.744,14.41
000430.7914,2012.0,-81.00,-4.000,32701.,-5619.,-287.6,,
000430.8710,,,,,,,990.795,14.40
000430.9247,1935.0,-188.0,-110.0,32701.,-2690.,4315.3,,
000431.0083,,,,,,,990.814,14.40
000431.0620,1975.0,-199.0,154.00,32701.,635.62,-143.6,,
000431.1456,,,,,,,990.881,14.41
000431.1993,2082.0,115.00,190.00,32701.,-1139.,419.37,,
000431.2828,,,,,,,990.996,14.40
000431.4053,1865.0,201.00,136.00,30377.,3401.6,718.37,,
000431.4590,,,,,,,991.126,14.41
000431.5127,1890.0,374.00,100.00,29310.,849.62,27.375,,
000431.5962,,,,,,,991.322,14.41
000431.6500,2053.0,416.00,-7.000,27150.,-1993.,2863.3,,
000431.7335,,,,,,,991.410,14.40
000431.7873,2259.0,246.00,-115.0,24953.,-4477.,4380.3,,
000431.8736,,,,,,,991.432,14.41
000431.9246,2033.0,60.000,-262.0,21605.,-5003.,2516.3,,
000432.0081,,,,,,,991.455,14.41
000432.0618,2146.0,-14.00,-460.0,17486.,-4157.,-155.6,,
000432.1454,,,,,,,991.592,14.40
000432.1991,1958.0,-132.0,-480.0,14588.,-3446.,-1160.,,
000432.2826,,,,,,,991.699,14.41
000432.3364,2040.0,-240.0,-500.0,9227.3,-360.3,-1107.,,
000432.4227,,,,,,,991.714,14.41
000432.4737,2134.0,-242.0,-445.0,5159.3,2308.6,-2732.,,
000432.5572,,,,,,,991.863,14.41
000432.6109,1958.0,-425.0,-153.0,-4905.,2764.6,-1217.,,
000432.6945,,,,,,,991.861,14.40
000432.7482,2135.0,-364.0,-229.0,-20794,340.62,235.37,,
000432.8318,,,,,,,991.980,14.40
000432.8855,2026.0,11.000,-457.0,-32833,1097.6,-1455.,,
000432.9718,,,,,,,992.069,14.41
000433.0228,2121.0,455.00,-159.0,-32833,1706.6,-1171.,,
000433.1063,,,,,,,992.318,14.41
000433.1601,2076.0,340.00,205.00,-31283,-1197.,-1389.,,
000433.2436,,,,,,,992.312,14.40
000433.2974,2095.0,226.00,192.00,-26278,-6100.,-6734.,,
000433.3809,,,,,,,992.305,14.40
000433.4346,2031.0,243.00,225.00,-26329,-2737.,-6597.,,
000433.5209,,,,,,,992.367,14.40
000433.5720,2131.0,127.00,319.00,-26108,599.62,-2857.,,
000433.6555,,,,,,,992.511,14.40
000433.7092,1943.0,-151.0,247.00,-24603,482.62,-1551.,,
000433.7927,,,,,,,992.582,14.41
000433.9096,2114.0,-298.0,175.00,-22786,3225.6,-4898.,,
000433.9634,,,,,,,992.695,14.40
000434.0171,2072.0,-309.0,220.00,-21746,2751.6,-3396.,,
000434.1034,,,,,,,992.726,14.40
000434.1622,1981.0,-334.0,221.00,-19971,-1972.,-1644.,,
000434.2380,,,,,,,992.800,14.40
000434.2917,1711.0,-492.0,97.000,-17995,-5301.,-3674.,,
000434.3752,,,,,,,992.862,14.40
000434.4289,2080.0,-456.0,-45.00,-19047,-5064.,-9096.,,
000434.5125,,,,,,,992.974,14.40
000434.5824,2260.0,-100.0,-235.0,-19522,-2675.,-9772.,,
000434.6497,,,,,,,993.009,14.40
000434.7035,2188.0,55.000,-375.0,-20257,468.62,-6746.,,
000434.7870,,,,,,,993.084,14.40
000434.8408,2252.0,299.00,-270.0,-21189,274.62,-1401.,,
000434.9243,,,,,,,993.239,14.40
000434.9781,2130.0,273.00,-123.0,-21876,-2903.,-444.6,,
000435.0616,,,,,,,993.475,14.41
000435.1193,2020.0,395.00,-82.00,-22503,-4235.,-1505.,,
000435.1989,,,,,,,993.537,14.40
000435.2526,2055.0,407.00,32.000,-22576,-5317.,-1453.,,
000435.3361,,,,,,,993.578,14.39
000435.3899,2109.0,250.00,106.00,-20417,-5013.,-2603.,,
000435.4734,,,,,,,993.569,14.40
000435.5272,2035.0,219.00,293.00,-20613,603.62,-3263.,,
000435.6107,,,,,,,993.600,14.40
000435.6684,1843.0,47.000,377.00,-28035,2537.6,-1058.,,
000435.7480,,,,,,,993.685,14.40
000435.8017,2077.0,-291.0,442.00,-32833,737.62,-3839.,,
000435.8853,,,,,,,993.682,14.39
000435.9390,1764.0,-255.0,218.00,-32833,2449.6,-4909.,,
000436.0226,,,,,,,993.818,14.40
000436.0763,1972.0,-406.0,70.000,-32833,-1372.,-3655.,,
000436.1626,,,,,,,993.898,14.41
000436.2750,2191.0,-134.0,-419.0,-31763,116.62,-5898.,,
000436.3287,,,,,,,993.965,14.40
000436.3825,2088.0,96.000,-422.0,-28792,1541.6,-862.6,,
000436.4660,,,,,,,994.054,14.39
000436.5197,2053.0,214.00,-349.0,-24830,-2208.,3238.3,,
000436.6033,,,,,,,994.227,14.40
000436.6570,2035.0,211.00,-398.0,-22120,-2092.,949.37,,
000436.7433,,,,,,,994.349,14.40
000436.7944,1987.0,332.00,-268.0,-16509,351.62,786.37,,
000436.8779,,,,,,,994.461,14.41
000436.9316,1907.0,354.00,-187.0,-10718,-1351.,1072.3,,
000437.0151,,,,,,,994.563,14.40
000437.0689,2005.0,372.00,-110.0,-8242.,-4522.,318.37,,
000437.1524,,,,,,,994.612,14.39
000437.2061,2035.0,435.00,-174.0,-8020.,-4426.,1138.3,,
000437.2924,,,,,,,994.705,14.40
000437.3435,1999.0,354.00,-281.0,-8752.,-263.3,1984.3,,
000437.4270,,,,,,,994.791,14.39
000437.4807,1879.0,351.00,-297.0,-10842,4880.6,1595.3,,
000437.5642,,,,,,,994.826,14.39
000437.6180,1946.0,252.00,53.000,-12887,6312.6,1466.3,,
000437.7015,,,,,,,994.846,14.39
000437.7553,2020.0,265.00,135.00,-11582,3473.6,1419.3,,
000437.8416,,,,,,,994.909,14.40
000437.8926,1978.0,224.00,176.00,-9834.,-108.3,164.37,,
000437.9761,,,,,,,994.970,14.41
000438.0298,1955.0,157.00,165.00,-8675.,-67.37,-885.6,,
000438.1134,,,,,,,995.029,14.40
000438.1671,2068.0,165.00,154.00,-7642.,1722.6,-698.6,,
000438.2506,,,,,,,995.146,14.40
000438.3044,2145.0,122.00,272.00,-6010.,1982.6,770.37,,
000438.3907,,,,,,,995.203,14.40
000438.4417,2064.0,66.000,308.00,-3906.,912.62,1998.3,,
000438.5252,,,,,,,995.273,14.40
000438.5789,2079.0,-53.00,343.00,-931.6,-1598.,1437.3,,
000438.6625,,,,,,,995.351,14.39
000438.7772,1983.0,-87.00,167.00,6303.3,-3023.,-2765.,,
000438.8309,,,,,,,995.486,14.41
000438.8847,1993.0,99.000,149.00,10025.,-1957.,-2365.,,
000438.9825,,,,,,,995.589,14.41
000439.0222,2074.0,249.00,78.000,18592.,283.62,-826.6,,
000439.1055,,,,,,,995.601,14.39
000439.1592,2067.0,290.00,112.00,29105.,663.62,314.37,,
000439.2428,,,,,,,995.797,14.39
000439.2965,2047.0,347.00,2.0000,30253.,-191.3,433.37,,
000439.3801,,,,,,,995.889,14.39
000439.4377,1972.0,339.00,-181.0,27147.,-1956.,-85.62,,
000439.5173,,,,,,,995.921,14.39
000439.5711,2014.0,271.00,-367.0,24899.,-2148.,-54.62,,
000439.6546,,,,,,,995.950,14.40
000439.7083,2143.0,75.000,-474.0,21786.,192.62,-374.6,,
000439.7919,,,,,,,996.053,14.40
000439.8456,2121.0,-19.00,-371.0,19050.,1207.6,-1826.,,
000439.9292,,,,,,,996.069,14.39
000439.9868,2105.0,-23.00,-289.0,17819.,-1137.,631.37,,
000440.0665,,,,,,,996.188,14.39
000440.1202,1972.0,-217.0,-274.0,16357.,-1751.,4166.3,,
000440.2037,,,,,,,996.198,14.39
000440.2575,2101.0,-542.0,-100.0,14145.,-11.37,2518.3,,
000440.3410,,,,,,,996.228,14.39
000440.3947,1998.0,-500.0,-10.00,12715.,902.62,-2768.,,
000440.4810,,,,,,,996.399,14.40
000440.5321,1972.0,-321.0,161.00,9257.3,-513.3,-3641.,,
000440.6156,,,,,,,996.454,14.40
000440.6693,2059.0,-231.0,93.000,575.33,-1400.,-168.6,,
000440.7528,,,,,,,996.586,14.39
000440.8066,2112.0,-312.0,65.000,-14599,294.62,755.37,,
000440.8901,,,,,,,996.649,14.39
000440.9439,2013.0,-312.0,-87.00,-30198,1144.6,-969.6,,
000441.0302,,,,,,,996.725,14.39
000441.1421,2167.0,-148.0,-366.0,-32833,794.62,-4464.,,
000441.1958,,,,,,,996.836,14.38
000441.2495,2175.0,230.00,-341.0,-32833,998.62,-3640.,,
000441.3331,,,,,,,996.953,14.39
000441.3868,1976.0,287.00,-2.000,-16562,-1821.,-1426.,,
000441.4704,,,,,,,997.122,14.39
000441.5241,2160.0,283.00,-172.0,-12105,-7279.,502.37,,
000441.6104,,,,,,,997.230,14.40
000441.6614,2065.0,483.00,-323.0,-7771.,-6072.,889.37,,
000441.7449,,,,,,,997.344,14.39
000441.7986,1960.0,536.00,-315.0,-7846.,-3435.,4044.3,,
000441.8822,,,,,,,997.401,14.39
000441.9359,2152.0,317.00,-129.0,-8548.,-2751.,4687.3,,
000442.0195,,,,,,,997.446,14.39
000442.0732,2136.0,216.00,-166.0,-9432.,-1940.,-437.6,,
000442.1595,,,,,,,997.539,14.40
000442.2105,1999.0,397.00,-231.0,-9977.,-410.3,-4220.,,
000442.2940,,,,,,,997.634,14.39
000442.3478,2042.0,649.00,-179.0,-10417,1913.6,-1361.,,
000442.4313,,,,,,,997.759,14.40
000442.4851,1862.0,705.00,-134.0,-10318,275.62,4142.3,,
000442.5686,,,,,,,997.788,14.40
000442.6223,1914.0,580.00,-280.0,-13011,52.625,6091.3,,
000442.7086,,,,,,,997.767,14.38
000442.7657,2105.0,321.00,-36.00,-19684,3113.6,5389.3,,
000442.8433,,,,,,,997.765,14.39
000442.8970,2186.0,50.000,118.00,-17984,2116.6,6164.3,,
000442.9804,,,,,,,997.904,14.39
000443.0342,1928.0,47.000,253.00,-15882,-1352.,603.37,,
000443.1177,,,,,,,998.028,14.39
000443.1715,2026.0,-46.00,39.000,-14491,-309.3,-1657.,,
000443.2694,,,,,,,998.062,14.40
000443.3090,2002.0,-43.00,113.00,-12925,2475.6,824.37,,
000443.3923,,,,,,,998.122,14.40
000443.4460,2026.0,-150.0,217.00,-9654.,4215.6,2456.3,,
000443.5308,,,,,,,998.130,14.39
000443.5833,1964.0,-230.0,294.00,-674.6,4557.6,1331.3,,
000443.6668,,,,,,,998.281,14.40
000443.7245,1978.0,-515.0,71.000,9118.3,-1511.,-56.62,,
000443.8041,,,,,,,998.285,14.38
000443.8578,1935.0,-492.0,-130.0,18482.,-4256.,-1229.,,
000443.9414,,,,,,,998.430,14.40
